QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,LSDNUM,LSDNUM_,LSDCODE,LSDCODE_,MODELYR,MODELYR_,PRCBSNSZ,PRCB_NSZ,NUMPAY,NUMPAY_,PMTMONTH,PMTM_NTH,PAYEXPX,PAYEXPX_,PAYTIME,PAYTIME_,EMPLYEXP,EMPL_EXP,TRADEEXP,TRAD_EXP,DOWNEXP,DOWNEXP_,DNEMPEXP,DNEM_EXP,LSDENDMO,LSDE_DMO,QADPMT1X,QADP_T1X,QADPMT2X,QADP_T2X,QADPMT3X,QADP_T3X,QEXTRA1X,QEXT_A1X,QEXTRA2X,QEXT_A2X,QEXTRA3X,QEXT_A3X,QADDOWNX,QADD_WNX,QADFEEX,QADFEEX_,LSD__AKE,LSDENDYR,LSDE_DYR,PMTYEAR,PMTYEAR_,LSD_MAKE
20242,05656171,17,0,1,01,D,105,D,2023,D,,A,36,D,09,D,355,D,3,D,,A,2000,D,6000,D,,A,,A,355,D,355,D,355,D,,A,,A,,A,6000,D,,A,A,,A,2022,D,
20242,05656641,13,0,1,01,D,105,D,,C,,A,,C,09,D,275,D,3,D,,A,,A,,A,,A,,A,275,D,275,D,275,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20242,05656741,26,0,1,01,D,105,D,2024,D,,A,36,D,03,D,350,D,3,D,,A,,A,2500,D,,A,,A,,A,,A,350,D,,A,,A,,A,2500,D,,A,A,,A,2024,D,
20242,05657101,21,0,1,01,D,105,D,2022,D,,A,36,D,01,D,397,D,3,D,,A,,A,3000,D,,A,,A,397,D,397,D,397,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20242,05657381,12,0,1,01,D,105,D,2024,D,,A,36,D,11,D,400,D,3,D,,A,,A,4000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,4000,D,,A,A,,A,2023,D,
20242,05657401,13,0,1,01,D,105,D,2023,D,,A,36,D,11,D,665,D,3,D,,A,,A,2500,D,,A,,A,665,D,665,D,665,D,,A,,A,,A,2500,D,,A,A,,A,2023,D,
20242,05658111,14,0,1,01,D,105,D,2024,D,,A,36,D,12,D,450,D,3,D,,A,,C,2500,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,2500,D,,A,A,,A,2023,D,
20242,05658111,15,0,1,02,D,105,D,2023,D,,A,36,D,12,D,370,D,3,D,,A,,C,2000,D,,A,,A,370,D,370,D,370,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20242,05660581,15,0,1,01,D,105,D,2024,D,,A,36,D,03,D,540,D,3,D,,A,,A,3000,D,,A,,A,,A,,A,540,D,,A,,A,,A,3000,D,,A,A,,A,2024,D,
20242,05661181,15,0,1,01,D,105,D,2022,D,,A,24,D,11,D,305,D,3,D,,A,,A,,A,,A,,A,305,D,305,D,305,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20242,05661581,10,0,1,01,D,105,D,2023,D,,A,36,D,01,D,627,D,3,D,,A,,A,303,D,,A,,A,627,D,627,D,627,D,,A,,A,,A,303,D,,A,A,,A,2024,D,
20242,05662031,9,0,1,01,D,105,D,2024,D,,A,36,D,05,D,1500,D,3,D,,A,22000,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,A,,A,2024,D,
20242,05664741,17,0,1,01,D,105,D,2023,D,,A,36,D,07,D,304,D,3,D,,A,,A,5000,D,,C,,A,304,D,304,D,304,D,2,D,2,D,2,D,2500,D,,A,A,,A,2023,D,
20242,05664751,12,0,1,01,D,105,D,2024,D,,A,36,D,04,D,850,D,3,D,,A,,A,5500,D,,A,,A,,A,,A,,A,,A,,A,,A,5500,D,,A,A,,A,2024,D,
20242,05665771,15,0,1,01,D,105,D,2023,D,,A,18,D,11,D,384,D,3,D,,A,,A,1000,D,,A,,A,384,D,384,D,384,D,,A,,A,,A,1000,D,,A,A,,A,2022,D,
20242,05667161,9,0,1,01,D,105,D,2021,D,,A,,C,04,D,625,D,3,D,,A,7000,F,3000,D,,A,,A,,A,,A,625,D,,A,,A,,A,3000,D,,A,A,,A,2024,D,
20242,05668161,16,0,1,01,D,105,D,2024,D,,A,42,D,04,D,421,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,421,D,,A,,A,,A,2000,D,,A,A,,A,2024,D,
20242,05671281,23,0,1,01,D,105,D,,C,,A,,C,01,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,A,,A,2024,F,
20242,05673221,18,0,1,01,D,105,D,2022,D,,A,,C,04,D,650,D,3,D,,A,,A,,C,,A,,A,650,D,650,D,650,D,,A,,A,,A,,B,,A,A,,A,2023,D,
20242,05674581,14,0,1,01,D,105,D,2022,D,.95,D,36,D,11,D,820,D,3,D,,A,,A,,A,,A,04,D,820,D,820,D,820,D,,A,,A,,A,,A,,A,A,2025,D,2023,D,
20242,05674721,8,0,1,01,D,105,D,2023,D,.20,D,36,D,12,D,400,D,3,D,,A,,A,2000,D,,A,,A,400,D,400,D,400,D,,A,,A,,A,2000,D,,A,A,,A,2022,D,
20242,05675501,15,0,1,01,D,105,D,2019,D,,A,60,D,09,D,477,D,3,D,,A,,A,,A,,A,,A,477,D,477,D,477,D,,A,,A,,A,,A,,A,A,,A,2019,D,
20242,05675621,8,0,1,01,D,105,D,2024,D,,A,24,D,04,D,535,D,3,D,,A,,A,,A,,A,,A,,A,,A,535,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20242,05677411,17,0,1,01,D,105,D,2023,D,,A,24,D,09,D,554,D,3,D,,A,,A,2000,D,,A,,A,554,D,554,D,554,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20242,05677411,18,0,1,02,D,105,D,2023,D,,A,24,D,01,D,408,D,3,D,,A,,A,2388,D,,A,,A,408,D,408,D,408,D,,A,,A,,A,2388,D,,A,A,,A,2023,D,
20242,05681641,7,0,1,01,D,105,D,2022,D,,A,36,D,08,D,431,D,3,D,,A,,A,,A,,A,,A,431,D,431,D,431,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20242,05681881,10,0,1,01,D,105,D,2024,D,,A,24,D,12,D,307,D,3,D,,A,,A,2000,D,,A,,A,307,D,307,D,307,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20242,05682291,16,0,1,01,D,105,D,2023,D,,A,24,D,08,D,455,D,3,D,,A,,A,5000,D,,A,,A,455,D,455,D,455,D,,A,,A,,A,5000,D,,A,A,,A,2022,D,
20242,05683311,22,0,1,01,D,105,D,2023,D,,A,36,D,01,D,657,D,3,D,,A,,A,,A,,A,,A,657,D,657,D,657,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20242,05684061,18,0,1,01,D,105,D,2023,D,,A,36,D,11,D,399,D,3,D,,A,,A,3000,D,,A,,A,399,D,399,D,399,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20242,05684773,10,0,1,01,D,105,D,2023,D,,A,36,D,11,D,300,D,3,D,,A,,A,6000,D,,A,,A,300,D,300,D,300,D,,A,,A,,A,6000,D,,A,A,,A,2023,D,
20242,05684941,9,0,1,01,D,105,D,2021,D,,A,,C,09,D,432,D,3,D,,A,,A,3000,D,,A,,A,432,D,432,D,432,D,,A,,A,,A,3000,D,,A,A,,A,2021,D,
20242,05685361,13,0,1,01,D,105,D,2023,D,,A,,C,11,F,725,D,3,D,,A,,A,,A,,A,,A,725,D,725,D,725,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20242,05685721,12,0,1,01,D,105,D,2023,D,,A,24,D,09,D,350,D,3,D,,A,,A,3000,D,,A,,A,350,D,350,D,350,D,,A,,A,,A,3000,D,,A,A,,A,2022,D,
20242,05686591,17,0,1,01,D,105,D,2024,D,,A,24,D,06,D,189,D,3,D,,A,,A,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,2000,D,,A,A,,A,2024,D,
20242,05687591,12,0,1,01,D,105,D,2024,D,,A,36,D,01,D,450,D,3,D,,A,,A,1500,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,1500,D,,A,A,,A,2024,D,
20242,05687741,20,0,1,01,D,105,D,,C,,A,,C,05,F,570,D,3,D,,A,,A,,A,,A,,A,570,D,570,D,570,D,,A,,A,,A,,A,,A,A,,A,2022,F,
20242,05688301,17,0,1,01,D,105,D,2023,D,.50,D,36,D,11,D,784,D,3,D,,A,,C,3000,D,,A,,A,784,D,784,D,784,D,50,D,50,D,50,D,3000,D,,A,A,,A,2022,D,
20242,05688511,9,0,1,01,D,105,D,2022,D,,A,36,D,05,D,300,D,3,D,,A,,A,,A,,A,,A,300,D,300,D,300,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20243,05540154,31,0,5,01,D,105,D,2023,D,,A,36,D,03,D,320,D,3,D,,A,,C,2000,D,,A,,A,320,D,320,D,320,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,SUB
20243,05540154,32,0,5,02,D,105,D,2023,D,,A,36,D,09,D,,C,3,D,,A,,A,,C,,A,,A,400,F,400,F,400,F,,A,,A,,A,,B,,A,D,,A,2023,D,SUB
20243,05540154,33,0,1,03,D,105,D,2023,D,,A,,C,09,F,408,D,3,D,,A,,A,,A,,A,,A,408,D,408,D,408,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20243,05540364,18,0,5,02,D,105,D,2023,D,.75,D,36,D,01,D,1100,D,3,D,,A,,A,1000,D,,A,,A,1100,D,1100,D,1100,D,,A,,A,,A,1000,D,,A,D,,A,2024,D,FOR
20243,05540664,23,0,5,01,D,105,D,2021,D,,A,48,D,12,D,464,D,3,D,,A,,C,,A,,A,,A,464,D,464,D,464,D,,A,,A,,A,,A,,A,D,,A,2022,D,TOY
20243,05541694,26,0,5,01,D,105,D,2019,D,,A,24,D,02,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2024,F,KIA
20243,05542334,30,0,5,01,D,105,D,2023,D,,A,36,D,05,D,319,D,3,D,,A,,A,,A,,A,05,D,319,D,319,D,,A,,A,,A,,A,,A,,A,D,,A,2021,D,CHE
20243,05545344,10,0,5,01,D,105,D,2021,D,,A,36,D,07,D,322,D,3,D,,A,,C,1000,D,,A,,A,322,D,322,D,322,D,,A,,A,,A,1000,D,,A,D,,A,2021,D,HON
20243,05545354,17,0,5,01,D,105,D,2023,D,,A,36,D,09,D,651,D,3,D,,A,,A,,A,,A,,A,651,D,651,D,651,D,,A,,A,,A,,A,,A,D,,A,2023,D,HON
20243,05546194,19,0,5,01,D,105,D,2021,D,,A,36,D,12,D,776,D,3,D,,A,,A,5000,D,,A,,A,776,D,776,D,776,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,VOK
20243,05547054,19,0,5,01,D,105,D,2024,D,,A,36,D,10,D,513,D,3,D,,A,7000,D,,A,,A,,A,513,D,513,D,513,D,,A,,A,,A,,A,,A,D,,A,2023,D,HYU
20243,05547504,21,0,5,01,D,105,D,2023,D,,A,36,D,01,D,460,D,3,D,,A,,A,3000,D,,A,,A,460,D,460,D,460,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,FOR
20243,05547504,22,0,5,02,D,105,D,2023,D,,A,36,D,08,D,560,D,3,D,350,D,,A,3000,D,,A,,A,210,D,210,D,210,D,,A,,A,,A,3000,D,,A,D,,A,2023,D,FOR
20243,05548984,38,0,5,01,D,105,D,2021,D,,A,36,D,05,D,274,D,3,D,,A,,A,5000,D,,A,05,D,274,D,274,D,,A,,A,,A,,A,5000,D,,A,D,,A,2021,D,TOY
20243,05549034,44,0,1,01,D,105,D,2024,D,,A,36,D,04,D,620,D,3,D,,A,,A,,A,,A,,A,620,D,620,D,620,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05549544,10,0,1,01,D,105,D,2024,D,,A,36,D,02,D,487,D,3,D,,A,,A,,A,,A,,A,487,D,487,D,487,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05549694,26,0,1,01,D,105,D,2024,D,,A,24,D,07,D,746,D,3,D,,A,,A,,A,,A,,A,,A,,A,746,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05551124,17,0,5,01,D,105,D,2022,D,,A,40,D,01,D,514,D,3,D,,A,,A,,A,,A,,A,514,D,514,D,514,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20243,05551804,19,0,5,02,D,105,D,2024,D,,A,36,D,02,D,430,D,3,D,,A,5671,D,,A,,A,,A,430,D,430,D,430,D,,A,,A,,A,,A,,A,D,,A,2024,D,HON
20243,05552104,13,0,5,01,D,105,D,2021,D,,A,36,D,04,D,417,D,3,D,,A,,A,2500,D,,A,,A,417,D,417,D,417,D,,A,,A,,A,2500,D,,A,D,,A,2021,D,JEE
20243,05552424,19,0,5,01,D,105,D,2023,D,,A,36,D,02,D,1000,D,3,D,,A,10000,D,,A,,A,,A,1000,D,1000,D,1000,D,,A,,A,,A,,A,,A,D,,A,2023,D,VOV
20243,05552574,21,0,5,01,D,105,D,2021,D,,A,36,D,09,D,980,D,3,D,,A,,A,,A,,A,,A,980,D,980,D,980,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20243,05552964,15,0,5,01,D,105,D,2018,D,,A,36,D,02,F,400,D,3,D,,A,,A,,A,,A,,A,400,D,400,D,400,D,,A,,A,,A,,A,,A,D,,A,2018,D,TOY
20243,05552964,16,0,5,02,D,105,D,2021,D,,A,36,D,04,F,317,D,3,D,,A,,A,,A,,A,,A,317,D,317,D,317,D,,A,,A,,A,,A,,A,D,,A,2021,D,TOY
20243,05554444,19,0,5,02,D,105,D,2024,D,,A,36,D,02,D,668,D,3,D,,A,1500,D,1500,D,,A,,A,668,D,668,D,668,D,,A,,A,,A,1500,D,,A,D,,A,2024,D,TOY
20243,05554844,22,0,5,01,D,105,D,2021,D,,A,36,D,03,D,370,D,3,D,,A,,A,3000,D,,A,05,D,370,D,,A,,A,,A,,A,,A,3000,D,,A,D,,A,2021,D,HYU
20243,05554844,23,0,1,02,D,105,D,2024,D,,A,36,D,04,D,349,D,3,D,,A,,A,,A,,A,,A,349,D,349,D,349,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05555154,11,0,5,01,D,105,D,2024,D,,A,,C,04,D,600,D,3,D,,A,,A,,A,,A,,A,600,D,600,D,600,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05555994,29,0,5,01,D,105,D,2024,D,,A,36,D,11,D,220,D,3,D,,A,,A,,A,,A,,A,220,D,220,D,220,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20243,05556174,45,0,5,01,D,105,D,2023,D,,A,36,D,06,D,2240,D,3,D,,A,,A,10000,D,,A,,A,2240,D,2240,D,2240,D,,C,,C,,C,10000,D,,A,D,,A,2022,D,MRB
20243,05556574,14,0,5,01,D,105,D,2024,D,,A,36,D,12,D,322,D,3,D,,A,,A,,A,,A,,A,322,D,322,D,322,D,,A,,A,,A,,A,,A,D,,A,2023,D,HYU
20243,05558134,12,0,5,01,D,105,D,2023,D,,A,36,D,11,D,500,D,3,D,,A,,A,,A,,A,,A,500,D,500,D,500,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20243,05560294,13,0,1,01,D,105,D,2021,D,,A,42,D,06,D,525,D,3,D,,A,,A,,C,,A,,A,525,D,525,D,525,D,,A,,A,,A,,B,,A,A,,A,2021,D,
20243,05560624,19,0,5,01,D,105,D,2023,D,,A,36,D,05,D,301,D,3,D,,A,,A,,A,,A,,A,301,D,301,D,301,D,,A,,A,,A,,A,,A,D,,A,2023,D,GMC
20243,05561444,20,0,5,01,D,105,D,2022,D,,A,36,D,07,F,289,D,3,D,,A,4000,D,,A,,A,,A,289,D,289,D,289,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20243,05561884,22,0,5,01,D,105,D,2022,D,,A,39,D,08,D,496,D,3,D,,A,1500,D,2000,D,,A,,A,496,D,496,D,496,D,,A,,A,,A,2000,D,,A,D,,A,2022,D,BUI
20243,05562844,28,0,5,01,D,105,D,2024,D,,A,24,D,10,D,889,D,3,D,,A,4000,D,2000,D,,A,,A,889,D,889,D,889,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20243,05562964,8,0,5,01,D,105,D,2020,D,,A,60,D,10,D,465,D,3,D,,A,,A,,A,,A,,A,465,D,465,D,465,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20243,05563024,12,0,5,01,D,105,D,2022,D,,A,60,D,09,D,466,D,3,D,,A,,C,1000,D,,A,,A,466,D,466,D,466,D,,A,,A,,A,1000,D,,A,D,,A,2023,D,NIS
20243,05563244,18,0,5,01,D,105,D,2023,D,,A,36,D,04,D,376,D,3,D,,A,,A,,A,,A,,A,376,D,376,D,376,D,,A,,A,,A,,A,,A,D,,A,2023,D,MAZ
20243,05563364,19,0,5,01,D,105,D,2023,D,,A,36,D,05,D,365,D,3,D,,A,3000,D,365,D,,A,,A,365,D,365,D,365,D,,A,,A,,A,365,D,,A,D,,A,2023,D,KIA
20243,05564284,12,0,5,01,D,105,D,2023,D,,A,36,D,04,D,620,D,3,D,,A,,A,,A,,A,,A,620,D,620,D,620,D,,A,,A,,A,,A,,A,D,,A,2023,D,FOR
20243,05564404,22,0,5,02,D,105,D,2024,D,,A,36,D,02,D,575,D,3,D,,A,18000,D,,A,,A,,A,575,D,575,D,575,D,,A,,A,,A,,A,,A,D,,A,2024,D,MAZ
20243,05564864,22,0,5,01,D,105,D,2023,D,,A,60,D,04,D,488,D,3,D,,A,8000,D,2000,D,,A,,A,488,D,488,D,488,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,DOD
20243,05564864,23,0,5,02,D,105,D,2024,D,,A,60,D,04,D,622,D,3,D,,A,10000,D,2000,D,,A,,A,622,D,622,D,622,D,,A,,A,,A,2000,D,,A,D,,A,2023,D,JEE
20243,05566734,14,0,5,01,D,105,D,2023,D,,A,24,D,07,D,425,D,3,D,,A,5000,D,3000,D,,A,,A,425,D,425,D,425,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20243,05567074,23,0,5,01,D,105,D,2022,D,,A,36,D,07,D,600,D,3,D,,A,,A,5000,D,,A,,A,600,D,600,D,600,D,,A,,A,,A,5000,D,,A,D,,A,2022,D,CAD
20243,05567774,8,0,5,01,D,105,D,2024,D,,A,24,D,11,D,285,D,3,D,,A,,A,5000,D,,A,,A,285,D,285,D,285,D,,A,,A,,A,5000,D,,A,D,,A,2023,D,CHE
20243,05569544,22,0,5,01,D,105,D,2022,D,,A,36,D,06,D,445,D,3,D,,A,2200,D,,A,,A,,A,445,D,445,D,445,D,,A,,A,,A,,A,,A,D,,A,2022,D,GMC
20243,05570794,28,0,5,02,D,105,D,2023,D,,A,36,D,01,D,499,D,3,D,,A,,A,,A,,A,,A,499,D,499,D,499,D,,A,,A,,A,,A,,A,D,,A,2024,D,HYU
20243,05570904,26,0,5,02,D,105,D,2024,D,,A,36,D,07,D,389,D,3,D,,A,,A,400,D,,A,,A,,A,389,D,389,D,,A,,A,,A,400,D,,A,A,,A,2024,D,
20243,05571764,20,0,5,01,D,105,D,2022,D,,A,39,D,01,D,450,D,3,D,,A,,A,,A,,A,,A,450,D,450,D,450,D,,A,,A,,A,,A,,A,D,,A,2022,D,TOY
20243,05571814,22,0,1,01,D,105,D,2024,D,,A,36,D,10,D,165,D,3,D,,A,24000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05571974,15,0,5,01,D,105,D,2023,D,,A,36,D,09,D,458,D,3,D,,A,,A,,A,,A,,A,458,D,458,D,458,D,,A,,A,,A,,A,,A,D,,A,2023,D,HON
20243,05572794,9,0,5,01,D,105,D,2023,D,,A,36,D,10,D,611,D,3,D,,A,,A,1000,D,,A,,A,611,D,611,D,611,D,,A,,A,,A,1000,D,,A,D,,A,2023,D,NIS
20243,05573933,13,0,5,01,D,105,D,2020,D,,A,48,D,10,D,,C,3,D,,A,,A,,A,,A,,A,350,F,350,F,350,F,,A,,A,,A,,A,,A,A,,A,2020,D,
20243,05574403,14,0,5,02,D,105,D,2024,D,,A,39,D,03,D,1400,D,3,D,,A,,A,3500,D,,A,,A,1400,D,1400,D,1400,D,,A,,A,,A,3500,D,,A,A,,A,2024,D,
20243,05576273,27,0,1,01,D,105,D,2024,D,,A,48,D,05,D,414,D,3,D,,A,1000,D,6900,D,,A,,A,,A,414,D,414,D,,A,,A,,A,6900,D,,A,A,,A,2024,D,
20243,05577823,13,0,1,01,D,105,D,2021,D,,A,39,D,11,D,463,D,3,D,,A,,A,,A,,A,,A,463,D,463,D,463,D,,A,,A,,A,,A,,A,A,,A,2021,D,
20243,05578473,15,0,5,01,D,105,D,2022,D,,A,36,D,02,D,364,D,3,D,,A,,A,,A,,A,,A,364,D,364,D,364,D,,A,,A,,A,,A,,A,D,,A,2022,D,FOR
20243,05580983,22,0,5,01,D,105,D,2023,D,,A,36,D,02,D,950,D,3,D,,A,,A,6000,D,,A,,A,950,D,950,D,950,D,,A,,A,,A,6000,D,,A,D,,A,2023,D,INF
20243,05581843,17,0,5,01,D,105,D,2024,D,,A,48,D,09,D,700,D,3,D,,A,,A,2000,D,,A,,A,700,D,700,D,700,D,,A,,A,,A,2000,D,,A,A,,A,2023,D,
20243,05582173,17,0,5,01,D,105,D,2023,D,,A,36,D,02,D,586,D,3,D,,A,,A,,A,,A,,A,586,D,586,D,586,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05582493,23,0,5,01,D,105,D,2022,D,,A,48,D,10,D,837,D,3,D,,A,,A,6000,D,,A,,A,837,D,837,D,837,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,KIA
20243,05582493,24,0,5,02,D,105,D,2021,D,,A,48,D,10,D,736,D,3,D,,A,,A,6000,D,,A,,A,736,D,736,D,736,D,,A,,A,,A,6000,D,,A,D,,A,2021,D,JEE
20243,05582764,12,0,5,01,D,105,D,2021,D,,A,36,D,11,D,370,D,3,D,,A,,A,,A,,A,,A,370,D,370,D,370,D,,A,,A,,A,,A,,A,D,,A,2021,D,FOR
20243,05584693,17,0,5,01,D,105,D,2022,D,,A,36,D,04,D,247,D,3,D,,A,,A,,A,,A,,A,247,D,247,D,247,D,,A,,A,,A,,A,,A,D,,A,2022,D,CHE
20243,05585043,18,0,5,01,D,105,D,2021,D,,A,24,D,08,D,530,D,3,D,,A,1500,D,2000,D,,A,,A,530,D,530,D,530,D,30,D,30,D,30,D,2000,D,,A,D,,A,2022,D,HON
20243,05585463,15,0,5,01,D,105,D,2023,D,,A,24,D,09,F,300,D,3,D,,A,,A,,C,,A,,A,300,D,300,D,300,D,,A,,A,,A,,B,,A,D,,A,2023,D,KIA
20243,05585473,12,0,5,02,D,105,D,2024,D,,A,24,D,03,D,376,D,3,D,,A,,A,,A,,A,,A,376,D,376,D,376,D,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05586043,10,0,5,01,D,105,D,2024,D,,A,24,D,07,D,290,D,3,D,,A,,A,3000,D,,A,,A,290,D,290,D,290,D,,A,,A,,A,3000,D,,A,A,,A,2023,D,
20243,05587293,24,0,5,01,D,105,D,2022,D,,A,36,D,04,F,489,D,3,D,,A,,A,500,D,,A,,A,489,D,489,D,489,D,,A,,A,,A,500,D,,A,D,,A,2022,D,FOR
20243,05588043,14,0,1,01,D,105,D,2024,D,,A,36,D,02,D,450,D,3,D,,A,,A,4000,D,,A,,A,450,D,450,D,450,D,,A,,A,,A,4000,D,,A,A,,A,2024,D,
20243,05588104,12,0,5,01,D,105,D,2022,D,,A,36,D,01,F,500,D,3,D,,A,,A,10000,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,10000,D,,A,D,,A,2021,D,ACU
20243,05588933,16,0,5,01,D,105,D,2023,D,,A,36,D,02,D,459,D,3,D,,A,,A,1000,D,,A,,A,459,D,459,D,459,D,,A,,A,,A,1000,D,,A,A,,A,2023,D,
20243,05589813,12,0,5,01,D,105,D,2021,D,,A,60,D,02,D,200,D,3,D,,A,,A,5000,D,,A,,A,200,D,200,D,200,D,,A,,A,,A,5000,D,,A,D,,A,2021,D,HON
20243,05590013,11,0,5,01,D,105,D,2022,D,,A,36,D,12,D,490,D,3,D,,A,,A,,A,,A,,A,490,D,490,D,490,D,,A,,A,,A,,A,,A,A,,A,2022,D,
20243,05590053,18,0,5,01,D,105,D,2023,D,,A,39,D,07,D,830,D,3,D,,A,,C,,A,,A,,A,830,D,830,D,830,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20243,05590053,19,0,5,02,D,105,D,2023,D,,A,48,D,12,D,840,D,3,D,,A,,A,,A,,A,,A,840,D,840,D,840,D,,A,,A,,A,,A,,A,D,,A,2023,D,CHE
20243,05592003,18,0,5,01,D,105,D,2024,D,,A,36,D,04,D,257,D,3,D,,A,,A,6000,D,,A,,A,257,D,257,D,257,D,,A,,A,,A,6000,D,,A,A,,A,2024,D,
20243,05592323,13,0,5,01,D,105,D,2022,D,,A,36,D,01,D,568,D,3,D,,A,,A,,A,,A,,A,568,D,568,D,568,D,,A,,A,,A,,A,,A,D,,A,2022,D,HYU
20243,05592513,15,0,5,01,D,105,D,2024,D,,A,36,D,04,D,544,D,3,D,,A,,A,3499,D,,A,,A,544,D,544,D,544,D,,A,,A,,A,3499,D,,A,D,,A,2024,D,HON
20243,05592793,12,0,5,01,D,105,D,2023,D,,A,36,D,09,D,426,D,3,D,,A,3000,D,2500,D,,A,,A,426,D,426,D,426,D,,A,,A,,A,2500,D,,A,D,,A,2023,D,VOK
20243,05595263,11,0,1,01,D,105,D,2024,D,,A,36,D,12,D,550,D,3,D,,A,,A,,A,,A,,A,550,D,550,D,550,D,,A,,A,,A,,A,,A,A,,A,2023,D,
20243,05597323,13,0,5,01,D,105,D,2021,D,,A,36,D,12,F,350,D,3,D,,A,,C,,C,,A,,A,350,D,350,D,350,D,,A,,A,,A,,B,,A,D,,A,2021,D,LEX
20243,05599243,13,0,5,01,D,105,D,,C,,A,,C,10,F,,C,3,D,,A,,A,,C,,A,,A,408,F,408,F,408,F,,A,,A,,A,,B,,A,D,,A,2023,F,KIA
20243,05599843,8,0,5,01,D,105,D,2019,D,,A,,C,07,D,268,D,3,D,,A,,A,,A,,A,,A,268,D,268,D,268,D,,A,,A,,A,,A,,A,A,,A,2019,D,
20243,05599923,28,0,5,01,D,105,D,2024,D,,A,36,D,02,D,500,D,3,D,,A,,A,7000,D,,A,,A,500,D,500,D,500,D,100,D,100,D,100,D,7000,D,,A,D,,A,2024,D,NIS
20243,05599953,32,0,5,01,D,105,D,2022,D,,A,36,D,10,D,401,D,3,D,,A,,A,,A,,A,,A,401,D,401,D,401,D,,A,,A,,A,,A,,A,D,,A,2022,D,HON
20243,05602143,19,0,5,01,D,105,D,2023,D,,A,36,D,02,D,599,D,3,D,,A,,A,,A,,A,,A,599,D,599,D,599,D,,A,,A,,A,,A,,A,D,,A,2024,D,LEX
20243,05603453,13,0,1,01,D,105,D,2024,D,,A,24,D,05,D,500,D,3,D,,A,,A,1500,D,,A,,A,500,D,500,D,500,D,,A,,A,,A,1500,D,,A,A,,A,2023,D,
20243,05603493,10,0,5,01,D,105,D,2021,D,,A,36,D,05,D,573,D,3,D,,A,,A,,A,,A,06,D,573,D,,A,,A,,A,,A,,A,,A,,A,D,,A,2021,D,BUI
20243,05605683,15,0,1,01,D,105,D,2020,D,,A,,C,09,D,,C,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,A,,A,2024,D,
20243,05606233,14,0,5,01,D,105,D,2020,D,,A,48,D,05,D,535,D,3,D,,A,,C,,A,,A,,A,535,D,535,D,535,D,,A,,A,,A,,A,,A,D,,A,2020,D,JEE
