NEWID,SEQNO,ALCNO,ADLTCLOX,ADLT_LOX,CHLDCLOX,CHLD_LOX,CLOGFTX,CLOGFTX_,QYEAR,REC_STAT
05839391,1,0,125,D,,A,0,D,20244,1
05839401,5,0,2000,D,,A,0,D,20244,1
05839411,2,0,200,D,,A,0,D,20244,1
05839421,1,0,1000,D,1300,D,0,D,20244,1
05839431,1,0,0,D,100,D,0,D,20244,1
05839461,1,0,560,D,,A,0,D,20244,1
05839481,3,0,25,D,,A,40,D,20244,1
05839491,1,0,0,D,,A,0,D,20244,1
05839501,3,0,0,D,,A,0,D,20244,1
05839521,3,0,100,D,250,D,0,D,20244,1
05839541,2,0,20,D,,A,0,D,20244,1
05839551,2,0,150,D,,A,0,D,20244,1
05839591,1,0,200,D,,A,75,D,20244,1
05839631,5,0,200,D,,A,0,D,20244,1
05839661,1,0,1000,D,,A,0,D,20244,1
05839684,1,0,150,D,300,D,100,D,20244,1
05839701,1,0,1200,D,,A,0,D,20244,1
05839721,7,0,300,D,,A,0,D,20244,1
05839771,1,0,200,D,,A,0,D,20244,1
05839781,1,0,0,D,,A,0,D,20244,1
05839801,3,0,0,D,,A,0,D,20244,1
05839811,1,0,0,D,,A,0,D,20244,1
05839821,4,0,300,D,,A,0,D,20244,1
05839881,2,0,20,D,,A,0,D,20244,1
05839911,1,0,800,D,150,D,50,D,20244,1
05839931,1,0,500,D,,A,0,D,20244,1
05839941,1,0,0,D,,A,0,D,20244,1
05839952,1,0,200,D,,A,0,D,20244,1
05839981,1,0,80,D,,A,0,D,20244,1
05840031,4,0,0,D,,A,0,D,20244,1
05840042,1,0,100,D,,A,0,D,20244,1
05840051,1,0,50,D,50,D,0,D,20244,1
05840081,1,0,220,D,,A,150,D,20244,1
05840091,1,0,500,D,250,D,0,D,20244,1
05840101,1,0,0,D,,A,60,D,20244,1
05840111,1,0,0,D,100,D,0,D,20244,1
05840121,6,0,200,D,,A,500,F,20244,1
05840221,3,0,600,D,,A,0,D,20244,1
05840241,3,0,0,D,350,D,0,D,20244,1
05840291,2,0,0,D,,A,0,D,20244,1
05840321,2,0,0,D,,A,27,D,20244,1
05840381,1,0,500,D,,A,0,D,20244,1
05840401,7,0,200,D,100,D,50,D,20244,1
05840411,10,0,370,D,,A,0,D,20244,1
05840441,1,0,0,D,,A,0,D,20244,1
05840471,3,0,0,D,,A,0,D,20244,1
05840511,2,0,1000,D,,A,0,D,20244,1
05840541,2,0,25,D,,A,0,D,20244,1
05840551,1,0,100,D,,A,0,D,20244,1
05840571,4,0,560,D,,A,0,D,20244,1
05840601,2,0,3000,D,,A,500,D,20244,1
05840621,2,0,100,D,,A,0,D,20244,1
05840652,2,0,125,D,,A,0,D,20244,1
05840671,3,0,495,D,,A,0,D,20244,1
05840701,8,0,1000,D,,A,100,D,20244,1
05840741,1,0,0,D,,A,0,D,20244,1
05840781,1,0,500,D,300,D,0,D,20244,1
05840831,5,0,0,D,,A,0,D,20244,1
05840861,1,0,200,D,,A,200,D,20244,1
05840871,1,0,0,D,,A,0,D,20244,1
05840891,1,0,100,D,40,D,0,D,20244,1
05840901,10,0,325,D,,A,0,D,20244,1
05840911,2,0,200,D,,A,0,D,20244,1
05840961,6,0,300,D,,A,200,D,20244,1
05840981,2,0,0,D,,A,1000,D,20244,1
05841031,1,0,800,D,,A,300,D,20244,1
05841041,4,0,200,D,300,D,0,D,20244,1
05841091,2,0,100,D,250,D,0,D,20244,1
05841101,1,0,1500,D,,A,2000,D,20244,1
05841121,1,0,100,D,,A,40,D,20244,1
05841161,2,0,11,D,,A,0,D,20244,1
05841202,2,0,0,D,,A,17,D,20244,1
05841211,1,0,0,D,0,D,0,D,20244,1
05841241,3,0,65,D,,A,0,D,20244,1
05841251,1,0,0,D,,A,0,D,20244,1
05841281,1,0,200,D,,A,0,D,20244,1
05841341,4,0,0,D,,A,0,D,20244,1
05841351,3,0,500,D,,A,0,D,20244,1
05841361,1,0,1000,D,0,D,0,D,20244,1
05841481,1,0,100,D,,A,0,D,20244,1
05841541,1,0,0,D,,A,0,D,20244,1
05841551,2,0,500,D,,A,200,D,20244,1
05841571,2,0,55,D,,A,0,D,20244,1
05841591,1,0,0,D,,A,0,D,20244,1
05841611,1,0,20,D,,A,0,D,20244,1
05841621,1,0,180,D,,A,0,D,20244,1
05841631,7,0,500,D,400,D,0,D,20244,1
05841641,2,0,100,D,,A,200,D,20244,1
05841661,3,0,1000,D,,A,0,D,20244,1
05841671,1,0,60,D,,A,0,D,20244,1
05841731,1,0,250,D,,A,0,D,20244,1
05841741,1,0,0,D,,A,0,D,20244,1
05841751,3,0,3000,D,,A,1000,D,20244,1
05841781,4,0,82,D,,A,0,D,20244,1
05841851,1,0,0,D,,A,0,D,20244,1
05841861,1,0,200,D,,A,150,D,20244,1
05841931,2,0,500,D,,A,1000,D,20244,1
05841941,2,0,0,D,,A,0,D,20244,1
05841981,1,0,2500,D,1000,D,0,D,20244,1
05842031,2,0,250,D,,A,0,D,20244,1
05842041,1,0,70,D,,A,0,D,20244,1
05842051,2,0,100,D,,A,0,D,20244,1
05842061,1,0,1500,D,,A,90,D,20244,1
05842101,1,0,100,D,,A,0,D,20244,1
05842121,1,0,0,D,,A,0,D,20244,1
05842141,1,0,50,D,,A,0,D,20244,1
05842171,5,0,500,D,,A,0,D,20244,1
05842191,1,0,288,D,,A,0,D,20244,1
05842201,3,0,120,D,,A,0,D,20244,1
05842231,1,0,0,D,,A,0,D,20244,1
05842241,1,0,0,D,,A,0,D,20244,1
05842251,1,0,450,D,,A,0,D,20244,1
05842261,2,0,0,D,0,D,0,D,20244,1
05842293,1,0,15,D,,A,0,D,20244,1
05842311,2,0,200,D,,A,0,D,20244,1
05842321,1,0,900,D,,A,0,D,20244,1
05842341,1,0,1230,D,1150,D,0,D,20244,1
05842381,2,0,510,D,,A,0,D,20244,1
05842391,2,0,250,D,,A,0,D,20244,1
05842401,2,0,50,D,800,D,0,D,20244,1
05842421,2,0,0,D,150,D,0,D,20244,1
05842451,2,0,500,D,,A,0,D,20244,1
05842461,2,0,0,D,700,D,0,D,20244,1
05842481,3,0,0,D,0,D,0,D,20244,1
05842491,1,0,0,D,0,D,0,D,20244,1
05842511,1,0,300,D,,A,0,D,20244,1
05842521,1,0,0,D,,A,0,D,20244,1
05842561,4,0,2817,D,,A,0,D,20244,1
05842621,1,0,0,D,,A,0,D,20244,1
05842661,1,0,0,D,,A,0,D,20244,1
05842731,1,0,17,D,,A,0,D,20244,1
05842761,5,0,500,D,,A,0,D,20244,1
05842771,5,0,600,D,600,D,0,D,20244,1
05842781,3,0,300,D,,A,0,D,20244,1
05842801,1,0,0,D,,A,0,D,20244,1
05842811,1,0,90,D,,A,0,D,20244,1
05842821,2,0,0,D,,A,0,D,20244,1
05842851,3,0,900,D,,A,0,D,20244,1
05842861,2,0,400,D,,A,0,D,20244,1
05842881,1,0,50,D,70,D,0,D,20244,1
05842951,1,0,0,D,,A,0,D,20244,1
05842971,10,0,445,D,,A,0,D,20244,1
05842991,1,0,0,D,,A,0,D,20244,1
05843013,6,0,800,D,,A,100,D,20244,1
05843021,2,0,175,D,,A,30,D,20244,1
05843031,1,0,100,D,,A,375,D,20244,1
05843061,1,0,0,D,300,D,0,D,20244,1
05843101,1,0,100,D,0,D,0,D,20244,1
05843191,2,0,500,D,,A,400,D,20244,1
05843211,4,0,120,D,900,D,0,D,20244,1
05843251,4,0,500,D,,A,0,D,20244,1
05843261,2,0,200,D,200,D,0,D,20244,1
05843271,2,0,0,D,,A,0,D,20244,1
05843281,2,0,200,D,,A,50,D,20244,1
05843304,2,0,0,D,,A,0,D,20244,1
05843311,4,0,18,D,,A,0,D,20244,1
05843321,1,0,480,D,,A,0,D,20244,1
05843331,4,0,0,D,,A,0,D,20244,1
05843371,1,0,400,D,,A,0,D,20244,1
05843384,1,0,0,D,,A,0,D,20244,1
05843391,1,0,10000,D,,A,0,D,20244,1
05843461,1,0,40,D,,A,0,D,20244,1
05843471,4,0,600,D,100,D,70,D,20244,1
05843491,1,0,1200,D,,A,0,D,20244,1
05843501,2,0,250,D,,A,200,D,20244,1
05843511,9,0,285,D,,A,40,D,20244,1
05843551,2,0,200,D,,A,200,D,20244,1
05843641,3,0,800,D,,A,0,D,20244,1
05843651,1,0,0,D,,A,0,D,20244,1
05843661,3,0,100,D,200,D,0,D,20244,1
05843691,7,0,1300,D,3000,D,0,D,20244,1
05843721,3,0,0,D,,A,0,D,20244,1
05843771,3,0,200,D,300,D,0,D,20244,1
05843791,3,0,110,D,,A,0,D,20244,1
05843811,3,0,71,D,,A,0,D,20244,1
05843831,1,0,300,D,,A,0,D,20244,1
05843841,1,0,0,D,,A,0,D,20244,1
05843861,1,0,200,D,,A,100,D,20244,1
05843871,1,0,700,D,,A,0,D,20244,1
05843911,3,0,60,D,,A,0,D,20244,1
05843951,1,0,100,D,,A,0,D,20244,1
05843991,2,0,0,D,,A,0,D,20244,1
05844031,1,0,100,D,,A,0,D,20244,1
05844041,3,0,40,D,,A,0,D,20244,1
05844072,1,0,0,D,,A,0,D,20244,1
05844091,2,0,200,D,200,D,0,D,20244,1
05844131,3,0,0,D,,A,0,D,20244,1
05844151,1,0,200,D,,A,0,D,20244,1
05844163,1,0,400,D,,A,0,D,20244,1
05844221,2,0,200,D,,A,500,D,20244,1
05844231,2,0,200,D,,A,25,D,20244,1
05844252,4,0,800,D,2000,D,500,D,20244,1
05844281,1,0,0,D,,A,0,D,20244,1
05844301,1,0,500,F,,A,250,F,20244,1
05844311,3,0,155,D,,A,0,D,20244,1
05844321,2,0,109,D,,A,0,D,20244,1
05844341,2,0,275,D,,A,0,D,20244,1
05844361,1,0,50,D,,A,0,D,20244,1
05844441,1,0,0,D,,A,0,D,20244,1
05844451,8,0,0,D,200,D,0,D,20244,1
05844471,1,0,0,D,,A,0,D,20244,1
05844581,8,0,800,D,600,D,50,D,20244,1
05844591,1,0,100,D,50,D,0,D,20244,1
05844601,1,0,0,D,,A,56,D,20244,1
05844611,1,0,0,D,0,D,0,D,20244,1
05844631,5,0,0,D,,A,300,D,20244,1
05844661,1,0,0,D,,A,0,D,20244,1
05844671,3,0,150,D,,A,100,D,20244,1
05844691,4,0,0,D,,A,0,D,20244,1
05844741,1,0,1040,D,,A,0,D,20244,1
05844764,4,0,300,D,500,D,0,D,20244,1
05844791,2,0,200,D,,A,200,D,20244,1
05844801,1,0,0,D,200,D,0,D,20244,1
05844841,4,0,671,D,0,D,0,D,20244,1
05844851,2,0,50,D,,A,0,D,20244,1
05844904,2,0,0,D,,A,0,D,20244,1
05844911,4,0,100,D,1500,D,0,D,20244,1
05844921,3,0,100,D,600,D,0,D,20244,1
05844951,1,0,80,D,,A,0,D,20244,1
05844961,2,0,26,D,,A,0,D,20244,1
05844971,1,0,400,D,300,D,0,D,20244,1
05844981,1,0,500,D,,A,0,D,20244,1
05844991,1,0,0,D,,A,0,D,20244,1
05845041,1,0,50,D,,A,0,D,20244,1
05845061,1,0,0,D,,A,100,D,20244,1
05845071,1,0,60,D,,A,0,D,20244,1
05845081,1,0,200,D,400,D,0,D,20244,1
05845091,1,0,290,D,,A,0,D,20244,1
05845101,3,0,0,D,150,D,0,D,20244,1
05845131,5,0,650,D,,A,0,D,20244,1
05845141,3,0,0,D,,A,0,D,20244,1
05845172,1,0,0,D,,A,0,D,20244,1
05845211,1,0,250,D,100,D,0,D,20244,1
05845241,3,0,500,D,,A,500,D,20244,1
05845251,1,0,150,D,,A,0,D,20244,1
05845361,10,0,0,D,120,D,0,D,20244,1
05845381,1,0,200,D,,A,0,D,20244,1
05845391,1,0,10,D,,A,0,D,20244,1
05845451,2,0,150,D,50,D,0,D,20244,1
05845474,2,0,500,D,,A,0,D,20244,1
05845531,2,0,410,D,110,D,0,D,20244,1
05845541,2,0,0,D,,A,0,D,20244,1
05845561,3,0,25,D,,A,0,D,20244,1
05845571,1,0,600,D,,A,300,D,20244,1
05845631,1,0,1567,D,80,F,0,D,20244,1
05845641,3,0,500,D,,A,0,D,20244,1
05845651,1,0,0,D,,A,0,D,20244,1
05845661,2,0,200,D,0,D,0,D,20244,1
05845691,2,0,0,D,300,D,0,D,20244,1
05845711,3,0,200,D,200,D,0,D,20244,1
05845731,6,0,600,D,,A,0,D,20244,1
05845761,1,0,10,D,,A,0,D,20244,1
05845791,6,0,140,D,200,D,0,D,20244,1
05845801,3,0,80,D,0,D,0,D,20244,1
05845834,1,0,0,D,,A,0,D,20244,1
05845841,3,0,500,D,,A,0,D,20244,1
05845881,5,0,200,D,,A,0,D,20244,1
05845901,2,0,200,D,,A,0,D,20244,1
05845911,1,0,0,D,,A,0,D,20244,1
05845941,5,0,4500,D,,A,0,D,20244,1
05845971,1,0,350,D,,A,0,D,20244,1
05845991,2,0,0,D,140,D,0,D,20244,1
05846011,1,0,200,D,,A,0,D,20244,1
05846021,2,0,300,D,,A,300,D,20244,1
05846031,3,0,1569,D,,A,333,D,20244,1
05846041,2,0,1000,D,,A,0,D,20244,1
05846051,2,0,200,D,400,D,150,D,20244,1
05846061,2,0,0,D,1000,D,0,D,20244,1
05846101,3,0,100,D,150,D,60,D,20244,1
05846121,1,0,0,D,,A,0,D,20244,1
05846143,6,0,0,D,,A,0,D,20244,1
05846151,1,0,0,D,,A,0,D,20244,1
05846181,1,0,0,D,,A,160,D,20244,1
05846191,2,0,0,D,,A,0,D,20244,1
05846221,1,0,0,D,,A,0,D,20244,1
05846231,4,0,100,D,,A,0,D,20244,1
05846273,1,0,495,D,,A,0,D,20244,1
05846281,1,0,0,D,,A,30,D,20244,1
05846391,1,0,500,D,,A,0,D,20244,1
05846451,2,0,150,D,,A,0,D,20244,1
05846491,6,0,388,D,355,D,95,D,20244,1
05846671,1,0,90,D,,A,220,D,20244,1
05846701,1,0,100,D,,A,0,D,20244,1
05846711,1,0,0,D,,A,0,D,20244,1
05846721,1,0,0,D,,A,0,D,20244,1
05846731,2,0,25,D,,A,0,D,20244,1
05846741,3,0,70,D,,A,50,D,20244,1
05846811,5,0,300,D,,A,0,D,20244,1
05846821,1,0,30,D,,A,0,D,20244,1
05846831,4,0,800,D,800,D,0,D,20244,1
05846851,3,0,200,D,,A,100,D,20244,1
05846881,2,0,800,D,,A,0,D,20244,1
05846901,4,0,900,D,,A,50,D,20244,1
05846911,4,0,50,D,,A,0,D,20244,1
05846921,1,0,100,D,,A,100,D,20244,1
05846931,2,0,100,D,,A,0,D,20244,1
05846951,4,0,200,D,,A,0,D,20244,1
05846964,3,0,150,D,,A,0,D,20244,1
05846971,2,0,200,D,90,D,100,D,20244,1
05847011,4,0,125,D,,A,150,D,20244,1
05847021,5,0,139,D,13,D,0,D,20244,1
05847031,5,0,300,D,600,D,0,D,20244,1
05847071,2,0,154,D,,A,0,D,20244,1
05847081,1,0,0,D,,A,0,D,20244,1
05847093,4,0,1300,D,,A,800,D,20244,1
05847101,1,0,0,D,,A,0,D,20244,1
05847141,1,0,150,D,,A,0,D,20244,1
05847171,3,0,1000,D,500,D,100,D,20244,1
05847181,2,0,300,D,,A,0,D,20244,1
05847201,9,0,700,D,,A,100,D,20244,1
05847211,9,0,40,D,,A,60,D,20244,1
05847221,1,0,0,D,,A,0,D,20244,1
05847301,2,0,200,D,200,D,0,D,20244,1
05847311,4,0,90,D,,A,0,D,20244,1
05847321,3,0,700,D,,A,0,D,20244,1
05847331,2,0,0,D,,A,0,D,20244,1
05847353,3,0,300,D,300,D,0,D,20244,1
05847361,1,0,800,D,,A,0,D,20244,1
05847381,2,0,30,D,,A,0,D,20244,1
05847411,6,0,50,D,,A,0,D,20244,1
05847441,4,0,100,D,,A,250,D,20244,1
05847451,1,0,150,D,,A,0,D,20244,1
05847481,1,0,100,D,,A,0,D,20244,1
05847491,1,0,1500,D,,A,0,D,20244,1
05847501,1,0,0,D,200,D,0,D,20244,1
05847511,2,0,200,F,,A,150,F,20244,1
05847541,1,0,0,D,,A,0,D,20244,1
05847551,3,0,350,D,,A,0,D,20244,1
05847561,1,0,46,D,,A,0,D,20244,1
05847571,1,0,180,D,,A,0,D,20244,1
05847611,1,0,0,D,,A,0,D,20244,1
05847641,1,0,0,D,,A,0,D,20244,1
05847651,1,0,0,D,,A,300,D,20244,1
05847721,3,0,20,D,150,D,50,D,20244,1
05847731,1,0,350,D,,A,300,D,20244,1
05847751,7,0,250,D,,A,0,D,20244,1
05847781,4,0,1500,D,,A,1000,D,20244,1
05847801,1,0,0,D,,A,0,D,20244,1
05847871,2,0,400,D,,A,0,D,20244,1
05848013,3,0,300,D,200,D,0,D,20244,1
05848031,2,0,250,D,400,F,0,D,20244,1
05848081,4,0,400,D,,A,0,D,20244,1
05848121,1,0,0,D,,A,0,D,20244,1
05848151,6,0,200,D,400,D,0,D,20244,1
05848201,1,0,120,D,,A,0,D,20244,1
05848261,6,0,200,D,500,D,0,D,20244,1
05848271,3,0,800,D,,A,30,D,20244,1
05848281,1,0,200,D,100,D,0,D,20244,1
05848291,2,0,400,D,100,D,0,D,20244,1
05848331,2,0,0,D,150,D,0,D,20244,1
05848381,1,0,350,D,,A,0,D,20244,1
05848401,1,0,50,D,50,D,0,D,20244,1
05848431,1,0,200,D,,A,0,D,20244,1
05848441,3,0,0,D,,A,0,D,20244,1
05848481,1,0,54,D,,A,106,D,20244,1
05848521,2,0,500,D,,A,0,D,20244,1
05848621,1,0,0,D,,A,0,D,20244,1
05848641,1,0,0,D,0,D,0,D,20244,1
05848661,1,0,56,D,,A,0,D,20244,1
05848681,3,0,1000,D,,A,0,D,20244,1
05848701,1,0,100,D,,A,100,D,20244,1
05848711,1,0,300,D,300,D,0,D,20244,1
05848721,2,0,100,D,100,D,0,D,20244,1
05848741,2,0,0,D,,A,0,D,20244,1
05848751,1,0,250,D,,A,0,D,20244,1
05848841,4,0,0,D,,A,0,D,20244,1
05848851,1,0,0,D,,A,0,D,20244,1
05848901,2,0,300,D,500,D,0,D,20244,1
05848911,2,0,100,D,,A,0,D,20244,1
05848951,4,0,0,D,400,D,0,D,20244,1
05848961,1,0,100,D,80,D,0,D,20244,1
05849021,2,0,160,D,150,D,0,D,20244,1
05849091,1,0,450,D,,A,0,D,20244,1
05849111,1,0,0,D,,A,500,D,20244,1
05849141,1,0,100,D,,A,50,D,20244,1
05849151,1,0,0,D,,A,0,D,20244,1
05849171,1,0,10,D,,A,0,D,20244,1
05849191,1,0,250,D,,A,0,D,20244,1
05849231,2,0,480,D,,A,0,D,20244,1
05849251,1,0,500,D,,A,0,D,20244,1
05849261,1,0,200,D,,A,0,D,20244,1
05849291,1,0,0,D,,A,0,D,20244,1
05849321,1,0,0,D,,A,0,D,20244,1
05849341,3,0,0,D,0,D,0,D,20244,1
05849351,2,0,0,D,50,D,0,D,20244,1
05849361,2,0,172,D,,A,0,D,20244,1
05849371,3,0,150,D,300,D,0,D,20244,1
05849381,3,0,280,D,,A,50,D,20244,1
05849411,3,0,430,D,,A,0,D,20244,1
05849441,1,0,0,D,,A,0,D,20244,1
05849471,3,0,200,D,,A,0,D,20244,1
05849481,1,0,470,D,,A,0,D,20244,1
05849521,2,0,46,D,,A,0,D,20244,1
05849601,5,0,0,D,150,D,0,D,20244,1
05849611,2,0,75,D,,A,0,D,20244,1
05849681,1,0,100,D,100,D,0,D,20244,1
05849721,1,0,30,D,,A,0,D,20244,1
05849731,2,0,200,D,100,D,0,D,20244,1
05849771,1,0,400,D,,A,0,D,20244,1
05849801,4,0,400,D,,A,0,D,20244,1
05849831,1,0,100,D,0,D,0,D,20244,1
05849841,2,0,200,D,,A,0,D,20244,1
05849851,1,0,0,D,,A,200,D,20244,1
05849881,4,0,2000,D,0,D,0,D,20244,1
05849991,1,0,40,D,,A,0,D,20244,1
05850041,1,0,200,D,,A,0,D,20244,1
05850081,4,0,500,D,,A,0,D,20244,1
05850101,7,0,10000,F,,A,56,F,20244,1
05850121,6,0,450,D,,A,0,D,20244,1
05850141,2,0,148,D,,A,0,D,20244,1
05850181,2,0,300,D,,A,0,D,20244,1
05850211,1,0,100,D,,A,0,D,20244,1
05850231,1,0,350,D,,A,0,D,20244,1
05850261,1,0,0,D,,A,0,D,20244,1
05850331,1,0,200,D,,A,0,D,20244,1
05850341,1,0,100,F,,A,200,F,20244,1
05850351,2,0,50,D,50,D,0,D,20244,1
05850381,2,0,0,D,,A,0,D,20244,1
05850431,2,0,20,D,,A,0,D,20244,1
05850501,5,0,49,D,,A,0,D,20244,1
05850531,6,0,110,D,,A,0,D,20244,1
05850541,1,0,0,D,,A,0,D,20244,1
05850562,2,0,240,D,,A,300,D,20244,1
05850601,1,0,200,D,,A,0,D,20244,1
05850651,3,0,400,D,,A,0,D,20244,1
05850681,1,0,0,D,,A,0,D,20244,1
05850751,4,0,96,D,,A,0,D,20244,1
05850771,3,0,2500,D,2500,D,0,D,20244,1
05850841,6,0,500,D,,A,400,D,20244,1
05850884,2,0,100,D,,A,0,D,20244,1
05850901,1,0,150,D,,A,0,D,20244,1
05850931,1,0,20,D,,A,0,D,20244,1
05850941,2,0,0,D,,A,0,D,20244,1
05851021,1,0,365,D,,A,0,D,20244,1
05851031,1,0,50,D,,A,0,D,20244,1
05851041,1,0,100,D,,A,0,D,20244,1
05851061,1,0,150,D,,A,0,D,20244,1
05851091,7,0,0,D,,A,0,D,20244,1
05851151,2,0,200,F,,A,1000,F,20244,1
05851161,1,0,150,D,,A,0,D,20244,1
05851171,1,0,50,D,,A,0,D,20244,1
05851201,1,0,0,D,400,D,0,D,20244,1
05851211,7,0,200,D,,A,100,D,20244,1
05851231,1,0,40,D,,A,0,D,20244,1
05851251,2,0,1000,D,,A,500,D,20244,1
05851281,1,0,0,D,,A,46,D,20244,1
05851321,2,0,0,D,,A,0,D,20244,1
05851341,1,0,100,D,,A,0,D,20244,1
05851351,2,0,80,F,350,D,0,D,20244,1
05851391,1,0,0,D,,A,0,D,20244,1
05851411,1,0,0,D,,A,0,D,20244,1
05851421,1,0,0,D,,A,0,D,20244,1
05851431,1,0,0,D,0,D,0,D,20244,1
05851461,5,0,600,D,800,D,0,D,20244,1
05851471,1,0,0,D,,A,0,D,20244,1
05851481,1,0,600,D,,A,0,D,20244,1
05851501,2,0,200,D,,A,0,D,20244,1
05851521,3,0,55,D,,A,0,D,20244,1
05851601,4,0,200,D,400,D,80,D,20244,1
05851631,1,0,0,D,0,D,0,D,20244,1
05851651,5,0,0,D,0,D,0,D,20244,1
05851694,2,0,0,D,,A,0,D,20244,1
05851721,1,0,100,D,,A,0,D,20244,1
05851731,1,0,0,D,,A,150,D,20244,1
05851771,5,0,300,D,0,D,0,D,20244,1
05851801,2,0,0,D,,A,100,D,20244,1
05851814,3,0,300,D,300,D,0,D,20244,1
05851861,1,0,0,D,,A,0,D,20244,1
05851901,4,0,500,D,,A,0,D,20244,1
05851921,1,0,80,D,,A,0,D,20244,1
05851951,1,0,80,D,,A,0,D,20244,1
05851961,3,0,250,D,25,D,0,D,20244,1
05851991,4,0,300,D,400,D,0,D,20244,1
05852021,3,0,0,D,,A,0,D,20244,1
05852041,1,0,100,D,,A,0,D,20244,1
05852051,1,0,1500,D,500,D,0,D,20244,1
05852071,2,0,0,D,0,D,0,D,20244,1
05852081,2,0,0,D,,A,0,D,20244,1
05852091,3,0,100,D,200,D,0,D,20244,1
05852121,1,0,0,D,,A,0,D,20244,1
05852191,2,0,20,D,,A,0,D,20244,1
05852221,1,0,165,D,500,D,0,D,20244,1
05852301,2,0,910,D,,A,0,D,20244,1
05852311,4,0,0,D,0,D,0,D,20244,1
05852321,1,0,100,D,,A,0,D,20244,1
05852351,2,0,500,D,,A,0,D,20244,1
05852381,1,0,200,D,,A,0,D,20244,1
05852391,3,0,500,D,,A,0,D,20244,1
05852411,2,0,100,D,,A,0,D,20244,1
05852481,2,0,450,D,500,D,0,D,20244,1
05852541,1,0,300,D,600,D,0,D,20244,1
05852571,5,0,121,D,300,D,0,D,20244,1
05852581,1,0,0,D,,A,0,D,20244,1
05852591,1,0,50,F,250,F,200,F,20244,1
05852621,1,0,0,D,,A,0,D,20244,1
05852631,2,0,0,D,500,D,0,D,20244,1
05852641,1,0,100,D,,A,0,D,20244,1
05852654,1,0,20,D,,A,0,D,20244,1
05852681,2,0,200,D,,A,0,D,20244,1
05852711,1,0,400,D,400,D,0,D,20244,1
05852731,1,0,375,D,,A,0,D,20244,1
05852741,1,0,800,F,300,F,0,D,20244,1
05852751,1,0,0,D,300,D,0,D,20244,1
05852791,1,0,0,D,,A,0,D,20244,1
05852801,1,0,70,D,20,D,0,D,20244,1
05852881,1,0,200,D,,A,0,D,20244,1
05852961,3,0,1200,D,,A,0,D,20244,1
05852971,1,0,0,D,,A,0,D,20244,1
05853041,1,0,200,D,,A,0,D,20244,1
05853061,2,0,500,D,100,D,60,D,20244,1
05853081,2,0,100,D,,A,0,D,20244,1
05853091,1,0,0,D,,A,0,D,20244,1
05853101,3,0,350,D,,A,0,D,20244,1
05853111,5,0,1200,D,,A,0,D,20244,1
05853141,3,0,190,D,150,D,0,D,20244,1
05853151,10,0,175,D,,A,0,D,20244,1
05853161,2,0,500,D,800,D,0,D,20244,1
05853181,2,0,0,D,300,D,0,D,20244,1
05853191,3,0,200,D,,A,0,D,20244,1
05853201,8,0,168,D,,A,160,D,20244,1
05853221,1,0,300,D,,A,0,D,20244,1
05853251,3,0,300,D,,A,0,D,20244,1
05853301,3,0,26,D,,A,0,D,20244,1
05853391,4,0,500,D,200,D,300,D,20244,1
05853431,3,0,1200,D,,A,1000,F,20244,1
05853451,2,0,325,D,,A,0,D,20244,1
05853461,2,0,200,D,,A,0,D,20244,1
05853471,2,0,200,D,,A,40,D,20244,1
05853481,3,0,1200,D,,A,100,D,20244,1
05853551,2,0,25,D,,A,50,D,20244,1
05853591,2,0,117,D,,A,0,D,20244,1
05853641,2,0,100,D,,A,0,D,20244,1
05853651,1,0,100,D,,A,0,D,20244,1
05853681,1,0,250,D,,A,0,D,20244,1
05853731,1,0,0,D,,A,0,D,20244,1
05853741,2,0,300,D,400,D,0,D,20244,1
05853771,4,0,1500,D,,A,500,D,20244,1
05853781,2,0,0,D,,A,0,D,20244,1
05853791,1,0,25,D,,A,0,D,20244,1
05853801,1,0,400,D,,A,0,D,20244,1
05853811,1,0,0,D,,A,0,D,20244,1
05853821,2,0,100,D,,A,0,D,20244,1
05853841,2,0,600,D,,A,0,D,20244,1
05853871,4,0,260,D,300,D,0,D,20244,1
05853891,3,0,500,D,200,D,0,D,20244,1
05853931,2,0,400,D,,A,0,D,20244,1
05853981,18,0,700,D,600,D,350,D,20244,1
05854021,1,0,0,D,,A,0,D,20244,1
05854041,1,0,100,D,,A,0,D,20244,1
05854051,1,0,0,D,,A,0,D,20244,1
05854061,3,0,500,D,,A,0,D,20244,1
05854071,1,0,200,D,,A,20,D,20244,1
05854081,1,0,300,D,,A,0,D,20244,1
05854111,3,0,550,D,300,D,0,D,20244,1
05854141,1,0,580,F,,A,100,F,20244,1
05854171,5,0,0,D,200,D,0,D,20244,1
05854221,1,0,0,D,,A,0,D,20244,1
05854231,5,0,200,D,600,D,0,D,20244,1
05854241,6,0,200,D,,A,0,D,20244,1
05854251,2,0,80,D,300,D,0,D,20244,1
05854291,1,0,0,D,,A,0,D,20244,1
05854311,3,0,100,D,,A,300,D,20244,1
05854401,3,0,180,D,0,D,0,D,20244,1
05854421,1,0,60,D,,A,0,D,20244,1
05854431,1,0,0,D,,A,0,D,20244,1
05854511,3,0,200,D,500,D,0,D,20244,1
05854541,5,0,105,D,,A,0,D,20244,1
05854581,2,0,800,D,,A,0,D,20244,1
05854603,1,0,0,D,0,D,0,D,20244,1
05854621,1,0,0,D,,A,9,D,20244,1
05854651,1,0,50,D,,A,0,D,20244,1
